operation_uid,api_name,method,path,operation_id,summary,description,parameters_count,has_request_body,response_codes,source_file,selected_for_experiment,selected_for_pilot
sendgrid_GET_marketing_contacts,sendgrid,GET,/marketing/contacts,GET_mc-contats,Get Sample Contacts,"**This endpoint will return up to 50 of the most recent contacts uploaded or attached to a list**. 

This list will then be sorted by email address.

The full contact count is also returned.

Please note that pagination of the contacts has been deprecated.

Twilio SendGrid recommends exporting your contacts regularly as a backup to avoid issues or lost data.",0,False,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_POST_asm_groups_group_id_suppressions_search,sendgrid,POST,/asm/groups/{group_id}/suppressions/search,POST_asm-groups-group_id-suppressions-search,Search for suppressions within a group,"**This endpoint allows you to search a suppression group for multiple suppressions.**

When given a list of email addresses and a group ID, this endpoint will only return the email addresses that have been unsubscribed from the given group.",1,True,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_PATCH_marketing_field_definitions_custom_field_id,sendgrid,PATCH,/marketing/field_definitions/{custom_field_id},PATCH_mc-field_definitions-custom_field_id,Update Custom Field Definition,"**This endopoint allows you to update a defined Custom Field.**

Only your Custom fields can be modified; Reserved Fields cannot be updated.",0,True,200|400|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_subusers_reputations,sendgrid,GET,/subusers/reputations,GET_subusers-reputations,Retrieve Subuser Reputations,"**This endpoint allows you to request the reputations for your subusers.**

Subuser sender reputations give a good idea how well a sender is doing with regards to how recipients and recipient servers react to the mail that is being received. When a bounce, spam report, or other negative action happens on a sent email, it will affect your sender rating.",1,False,200,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_POST_contactdb_lists,sendgrid,POST,/contactdb/lists,POST_contactdb-lists,Create a List,**This endpoint allows you to create a list for your recipients.**,1,True,201|400|401,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_artists,spotify,GET,/artists,get-multiple-artists,"Get Several Artists
","Get Spotify catalog information for several artists based on their Spotify IDs.
",1,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
spotify_GET_shows_id,spotify,GET,/shows/{id},get-a-show,"Get Show
","Get Spotify catalog information for a single show identified by its
unique Spotify ID.
",2,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_PATCH_tracking_settings_subscription,sendgrid,PATCH,/tracking_settings/subscription,PATCH_tracking_settings-subscription,Update Subscription Tracking Settings,"**This endpoint allows you to update your current settings for subscription tracking.**

Subscription tracking adds links to the bottom of your emails that allows your recipients to subscribe to, or unsubscribe from, your emails.",1,True,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_whitelabel_domains_id_validate,sendgrid,POST,/whitelabel/domains/{id}/validate,POST_whitelabel-domains-id-validate,Validate a domain authentication.,"**This endpoint allows you to validate an authenticated domain. If it fails, it will return an error message describing why the domain could not be validated.**",1,False,200|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_designs_id,sendgrid,DELETE,/designs/{id},DELETE-design,Delete Design,"**This endpoint allows you to delete a single design**.

Be sure to check the ID of the design you intend to delete before making this request; deleting a design is a permanent action.",0,False,204|400|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_verified_senders,sendgrid,POST,/verified_senders,POST_verified_senders,Create Verified Sender Request,"**This endpoint allows you to create a new Sender Identify**.

Upon successful submission of a `POST` request to this endpoint, an identity will be created, and a verification email will be sent to the address assigned to the `from_email` field. You must complete the verification process using the sent email to fully verify the sender.

If you need to resend the verification email, you can do so with the Resend Verified Sender Request, `/resend/{id}`, endpoint.

If you need to authenticate a domain rather than a Single Sender, see the [Domain Authentication API](https://sendgrid.api-docs.io/v3.0/domain-authentication/authenticate-a-domain).",0,True,201|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_search,spotify,GET,/search,search,"Search for Item
","Get Spotify catalog information about albums, artists, playlists, tracks, shows, episodes or audiobooks
that match a keyword string.<br />
**Note: Audiobooks are only available for the US, UK, Ireland, New Zealand and Australia markets.**
",6,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_GET_asm_groups_group_id_suppressions,sendgrid,GET,/asm/groups/{group_id}/suppressions,GET_asm-groups-group_id-suppressions,Retrieve all suppressions for a suppression group,**This endpoint allows you to retrieve all suppressed email addresses belonging to the given group.**,1,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_designs_pre_builts_id,sendgrid,GET,/designs/pre-builts/{id},GET-sendgrid-pre-built-design,Get SendGrid Pre-built Design,"**This endpoint allows you to retrieve a single pre-built design**.

A GET request to `/designs/pre-builts/{id}` will retrieve details about a specific pre-built design.

This endpoint is valuable when retrieving details about a pre-built design that you wish to duplicate and modify.",0,False,200|400|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_whitelabel_links,sendgrid,GET,/whitelabel/links,GET_whitelabel-links,Retrieve all branded links,"**This endpoint allows you to retrieve all branded links**.

You can submit this request as one of your subusers if you include their ID in the `on-behalf-of` header in the request.",2,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_whitelabel_domains_domain_id_subuser,sendgrid,POST,/whitelabel/domains/{domain_id}/subuser,POST_whitelabel-domains-domain_id-subuser,Associate an authenticated domain with a given user.,"**This endpoint allows you to associate a specific authenticated domain with a subuser.**

Authenticated domains can be associated with (i.e. assigned to) subusers from a parent account. This functionality allows subusers to send mail using their parent's domain authentication. To associate an authenticated domain with a subuser, the parent account must first authenticate and validate the domain. The parent may then associate the authenticated domain via the subuser management tools.",0,True,201,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_ips_warmup_ip_address,sendgrid,GET,/ips/warmup/{ip_address},GET_ips-warmup-ip_address,Retrieve the warmup status for a specific IP address,"**This endpoint allows you to retrieve the warmup status for a specific IP address.**

You can retrieve all of your warming IPs using the ""Retrieve all IPs currently in warmup"" endpoint.",0,False,200|404,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_me_player_queue,spotify,GET,/me/player/queue,get-queue,"Get the User's Queue
","Get the list of objects that make up the user's queue.
",0,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_GET_ips_pools,sendgrid,GET,/ips/pools,GET_ips-pools,Retrieve all IP pools,**This endpoint allows you to get all of your IP pools.**,0,False,200,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_PATCH_designs_id,sendgrid,PATCH,/designs/{id},PUT-design,Update Design,"**This endpoint allows you to edit a design**.

The Design API supports PATCH requests, which allow you to make partial updates to a single design. Passing data to a specific field will update only the data stored in that field; all other fields will be unaltered.

For example, updating a design's name requires that you make a PATCH request to this endpoint with data specified for the `name` field only.

```
{
    ""name"": ""<Updated Name>""
}
```",0,True,200|400|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_subusers_subuser_name_monitor,sendgrid,GET,/subusers/{subuser_name}/monitor,GET_subusers-subuser_name-monitor,Retrieve monitor settings for a subuser,,0,False,200|401|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_clients_client_type_stats,sendgrid,GET,/clients/{client_type}/stats,GET_clients-client_type-stats,Retrieve stats by a specific client type.,"**This endpoint allows you to retrieve your email statistics segmented by a specific client type.**

**We only store up to 7 days of email activity in our database.** By default, 500 items will be returned per request via the Advanced Stats API endpoints.

## Available Client Types
- phone
- tablet
- webmail
- desktop

Advanced Stats provide a more in-depth view of your email statistics and the actions taken by your recipients. You can segment these statistics by geographic location, device type, client type, browser, and mailbox provider. For more information about statistics, please see our [Statistics Overview](https://sendgrid.com/docs/ui/analytics-and-reporting/stats-overview/).",4,False,200,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_episodes_id,spotify,GET,/episodes/{id},get-an-episode,"Get Episode
","Get Spotify catalog information for a single episode identified by its
unique Spotify ID.
",2,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_DELETE_marketing_lists_id_contacts,sendgrid,DELETE,/marketing/lists/{id}/contacts,DELETE_mc-lists-id-contacts,Remove Contacts from a List,"**This endpoint allows you to remove contacts from a given list.**

The contacts will not be deleted. Only their list membership will be changed.",1,False,202|400|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_partner_settings_new_relic,sendgrid,GET,/partner_settings/new_relic,GET_partner_settings-new_relic,Returns all New Relic partner settings.,"**This endpoint allows you to retrieve your current New Relic partner settings.**

Our partner settings allow you to integrate your SendGrid account with our partners to increase your SendGrid experience and functionality. For more information about our partners, and how you can begin integrating with them, please visit our [Partners documentation](https://sendgrid.com/docs/ui/account-and-settings/partners/).

By integrating with New Relic, you can send your SendGrid email statistics to your New Relic Dashboard. If you enable this setting, your stats will be sent to New Relic every 5 minutes. You will need your New Relic License Key to enable this setting. For more information, please see our [SendGrid for New Relic documentation](https://sendgrid.com/docs/ui/analytics-and-reporting/tracking-stats-using-new-relic/).",1,False,200,datasets\openapi\sendgrid\openapi.json,True,True
spotify_GET_me_tracks,spotify,GET,/me/tracks,get-users-saved-tracks,"Get User's Saved Tracks
","Get a list of the songs saved in the current Spotify user's 'Your Music' library.
",3,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_DELETE_ips_warmup_ip_address,sendgrid,DELETE,/ips/warmup/{ip_address},DELETE_ips-warmup-ip_address,Stop warming up an IP address,"**This endpoint allows you to remove an IP address from warmup mode.**

Your request will return a 204 status code if the specified IP was successfully removed from warmup mode. To retrieve details of the IP’s warmup status *before* removing it from warmup mode, call the  ""Retrieve the warmpup status for a specific IP address"" endpoint.",0,False,204|404,datasets\openapi\sendgrid\openapi.json,True,True
spotify_GET_me_following_contains,spotify,GET,/me/following/contains,check-current-user-follows,"Check If User Follows Artists or Users
","Check to see if the current user is following one or more artists or other Spotify users.
",2,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,True
sendgrid_DELETE_senders_sender_id,sendgrid,DELETE,/senders/{sender_id},DELETE_v3-senders-sender_id,Delete a Sender Identity,**This endoint allows you to delete one of your sender identities.**,1,False,204|403|404,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_DELETE_contactdb_recipients,sendgrid,DELETE,/contactdb/recipients,DELETE_contactdb-recipients,Delete Recipients,"**This endpoint allows you to deletes one or more recipients.**

The body of an API call to this endpoint must include an array of recipient IDs of the recipients you want to delete.",1,True,200|400|401,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_suppression_invalid_emails,sendgrid,DELETE,/suppression/invalid_emails,DELETE_suppression-invalid_emails,Delete invalid emails,"**This endpoint allows you to remove email addresses from your invalid email address list.**

There are two options for deleting invalid email addresses: 

1) You can delete all invalid email addresses by setting `delete_all` to true in the request body.
2) You can delete some invalid email addresses by specifying certain addresses in an array in the request body.",1,True,204,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_GET_suppression_blocks_email,sendgrid,GET,/suppression/blocks/{email},GET_suppression-blocks-email,Retrieve a specific block,**This endpoint allows you to retrieve a specific email address from your blocks list.**,1,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_ips_pools_pool_name,sendgrid,DELETE,/ips/pools/{pool_name},DELETE_ips-pools-pool_name,Delete an IP pool,**This endpoint allows you to delete an IP pool.**,0,False,204|404,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_GET_sso_integrations_integration_id_certificates,sendgrid,GET,/sso/integrations/{integration_id}/certificates,GET_sso-integrations-integration_id-certificates,Get All SSO Certificates by Integration,"**This endpoint allows you to retrieve all your IdP configurations by configuration ID.**

The `integration_id` expected by this endpoint is the `id` returned in the response by the ""Get All SSO Integrations"" endpoint.",0,False,200|400|401|403|429|500,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_PATCH_alerts_alert_id,sendgrid,PATCH,/alerts/{alert_id},PATCH_alerts-alert_id,Update an alert,"**This endpoint allows you to update an alert.**

Alerts allow you to specify an email address to receive notifications regarding your email usage or statistics. 
* Usage alerts allow you to set the threshold at which an alert will be sent.
* Stats notifications allow you to set how frequently you would like to receive email statistics reports. For example, ""daily"", ""weekly"", or ""monthly"".

For more information about alerts, please see our [Alerts documentation](https://sendgrid.com/docs/ui/account-and-settings/alerts/).",1,True,200,datasets\openapi\sendgrid\openapi.json,True,False
spotify_PUT_me_episodes,spotify,PUT,/me/episodes,save-episodes-user,"Save Episodes for Current User
","Save one or more episodes to the current user's library.
",1,True,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
spotify_GET_markets,spotify,GET,/markets,get-available-markets,"Get Available Markets
","Get the list of markets where Spotify is available.
",0,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_GET_templates,sendgrid,GET,/templates,GET_templates,Retrieve paged transactional templates.,**This endpoint allows you to retrieve all transactional templates.**,4,False,200|400,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_asm_suppressions_global_email,sendgrid,DELETE,/asm/suppressions/global/{email},DELETE_asm-suppressions-global-email,Delete a Global Suppression,"**This endpoint allows you to remove an email address from the global suppressions group.**

Deleting a suppression group will remove the suppression, meaning email will once again be sent to the previously suppressed addresses. This should be avoided unless a recipient indicates they wish to receive email from you again. You can use our [bypass filters](https://sendgrid.com/docs/ui/sending-email/index-suppressions/#bypass-suppressions) to deliver messages to otherwise suppressed addresses when exceptions are required.",1,False,204,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_contactdb_lists_list_id_recipients_recipient_id,sendgrid,DELETE,/contactdb/lists/{list_id}/recipients/{recipient_id},DELETE_contactdb-lists-list_id-recipients-recipient_id,Delete a Single Recipient from a Single List,**This endpoint allows you to delete a single recipient from a list.**,3,True,204|400|401|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_PATCH_user_profile,sendgrid,PATCH,/user/profile,PATCH_user-profile,Update a user's profile,"**This endpoint allows you to update your current profile details.**

Any one or more of the parameters can be updated via the PATCH `/user/profile` endpoint. You must include at least one when you PATCH.",1,True,200|401,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_whitelabel_domains_domain_id,sendgrid,GET,/whitelabel/domains/{domain_id},GET_whitelabel-domains-domain_id,Retrieve an authenticated domain,**This endpoint allows you to retrieve a specific authenticated domain.**,1,False,200,datasets\openapi\sendgrid\openapi.json,True,True
spotify_GET_me_player_recently_played,spotify,GET,/me/player/recently-played,get-recently-played,"Get Recently Played Tracks
","Get tracks from the current user's recently played tracks.
_**Note**: Currently doesn't support podcast episodes._
",3,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_PATCH_user_webhooks_event_settings,sendgrid,PATCH,/user/webhooks/event/settings,PATCH_user-webhooks-event-settings,Update Event Notification Settings,"**This endpoint allows you to update your current event webhook settings.**

If an event type is marked as `true`, then the event webhook will include information about that event.

SendGrid’s Event Webhook will notify a URL of your choice via HTTP POST with information about events that occur as SendGrid processes your email.

Common uses of this data are to remove unsubscribes, react to spam reports, determine unengaged recipients, identify bounced email addresses, or create advanced analytics of your email program.",1,True,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_user_webhooks_parse_settings_hostname,sendgrid,DELETE,/user/webhooks/parse/settings/{hostname},DELETE_user-webhooks-parse-settings-hostname,Delete a parse setting,"**This endpoint allows you to delete a specific inbound parse setting by hostname.**

You can retrieve all your Inbound Parse settings and their associated host names with the ""Retrieve all parse settings"" endpoint.",1,False,204|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_marketing_lists_id,sendgrid,DELETE,/marketing/lists/{id},DELETE_lists-id,Delete a list,"**This endpoint allows you to deletes a specific list.**

Optionally, you can also delete contacts associated to the list. The query parameter, `delete_contacts=true`, will delete the list and start an asynchronous job to delete associated contacts.",1,False,200|204|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_suppression_spam_reports,sendgrid,DELETE,/suppression/spam_reports,DELETE_suppression-spam_reports,Delete spam reports,"**This endpoint allows you to delete your spam reports.**

Deleting a spam report will remove the suppression, meaning email will once again be sent to the previously suppressed address. This should be avoided unless a recipient indicates they wish to receive email from you again. You can use our [bypass filters](https://sendgrid.com/docs/ui/sending-email/index-suppressions/#bypass-suppressions) to deliver messages to otherwise suppressed addresses when exceptions are required.

There are two options for deleting spam reports: 

1. You can delete all spam reports by setting the `delete_all` field to `true` in the request body.
2. You can delete a list of select spam reports by specifying the email addresses in the `emails` array of the request body.",1,True,204,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_ips_pools_pool_name,sendgrid,GET,/ips/pools/{pool_name},GET_ips-pools-pool_name,Retrieve all the IPs in a specified pool,**This endpoint allows you to get all of the IP addresses that are in a specific IP pool.**,0,False,200|404,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_tracks,spotify,GET,/tracks,get-several-tracks,"Get Several Tracks
","Get Spotify catalog information for multiple tracks based on their Spotify IDs.
",2,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_DELETE_ips_pools_pool_name_ips_ip,sendgrid,DELETE,/ips/pools/{pool_name}/ips/{ip},DELETE_ips-pools-pool_name-ips-ip,Remove an IP address from a pool,**This endpoint allows you to remove an IP address from an IP pool.**,0,False,204|404,datasets\openapi\sendgrid\openapi.json,True,False
